ChemSpider,SMILES,original_format_type,Protein Binding Number,units,Reference,Measurement_type,is_open,is_predicted
137743,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4514926,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5138,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,% bound,70,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3368,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4444491,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,% bound,65,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3399,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,% bound,70,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
25736,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,% bound,5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3216,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
393865,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
401695,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3618,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54705,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,% bound,35,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4742,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
580869,S=C1N=CNC2=C1NC=N2,% bound,19,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4744,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,% bound,18,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54771,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,% bound,96.3,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5007,CC(CC1=CC=CC=C1)N(C)CC#C,% bound,99.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3222,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5233,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,% bound,61,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
405297,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,% bound,75,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3914,CC12CC3CC(C)(C1)CC(N)(C3)C2,% bound,45,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5186,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10468813,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,% bound,89,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
571057,[H][C@@]12CC(=O)[C@@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC,% bound,94,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
58649,NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
515264,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3544,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8981,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5693,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,% bound,55,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4351,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
389405,N[C@@H](CN1C=CC(=O)C(O)=C1)C(O)=O,% bound,99.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
35632,CC(N)C(=O)NC1=C(C)C=CC=C1C,% bound,10,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4722,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,% bound,83,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4380,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,% bound,13,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
31006,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4447579,[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1,% bound,33,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4473,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,% bound,92,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4942398,[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,% bound,88,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3359,CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2700,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4758,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4470607,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
130642,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,% bound,86,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
28532,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]3O)C2=NC(F)=N1,% bound,24,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4584,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2989,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54810,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
26618,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4589305,CCCCC\N=C(/N)NN\C=C1/C=NC2=C1C=C(CO)C=C2,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
12919,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2298564,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4947911,CC#CCC(C)C(O)\C=C\C1C(O)CC2C\C(CC12)=C\CCCC(=O)OCC(=O)C1=CC=CC=C1,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
388599,[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
1265982,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3762,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,% bound,99.3,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
393589,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,% bound,88,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3249,NC1=C(F)C=NC(=O)N1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54916,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54785,O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,% bound,58,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
232,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
61881,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5021,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4018,CCC1(CC)C(=O)NCC(C)C1=O,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
37756,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4518,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2624,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,% bound,72,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4330,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
67544,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2072,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2911,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,% bound,91,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3356,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,% bound,94,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5304,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5293502,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
50614,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4853,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,% bound,96.3,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4754,CC(C)\N=C(/N)N=C(N)NC1=CC=C(Cl)C=C1,% bound,75,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4663,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54905,OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
12574,CC(C)(C)C(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54249,COC1=CC(CC2C3=C(CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCC4=C(C2CC2=CC(OC)=C(OC)C(OC)=C2)C(OC)=C(OC)C(OC)=C4)C=C(OC)C(OC)=C3OC)=CC(OC)=C1OC,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2487,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
131410,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,% bound,36,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5149,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
43629,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,% bound,28.1,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2339421,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
580858,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2930,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,% bound,55,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5158,OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1,% bound,69,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2992,CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5873,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C(O)=O,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4294,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4447586,[H][C@]12SCC(C=CC)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,% bound,36,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2888,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,% bound,83,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
59273,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
7845573,CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,% bound,65,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
431,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,% bound,84,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5381,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5208,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,% bound,92,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4422,CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,% bound,32,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2652,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
49927,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,% bound,99.8,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4087,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4440,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4599,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,% bound,33,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
129277,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,% bound,56,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
39117,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3562,ClCCNP1(=O)OCCCN1CCCl,% bound,1,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4763,CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4447644,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1(O)CCC2=O,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3039,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2,% bound,92,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
6205,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
43503,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2647,CC1=CC(=O)N(O)C(=C1)C1CCCCC1,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
27005,CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
59646,CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F,% bound,36,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
1901,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1,% bound,26,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
62077,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3239,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
40130,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,% bound,27,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5533,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,% bound,45,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
28858,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4883449,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O,% bound,97.7,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
390096,CC[C@@H](N1CCCC1=O)C(N)=O,% bound,10,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
35815,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4067,OCCNCCNC1=C2C(=O)C3=C(O)C=CC(O)=C3C(=O)C2=C(NCCNCCO)C=C1,% bound,78,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3256,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3813,ClCCN(N=O)C(=O)NC1CCCCC1,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4515025,OC(=O)CCCCO\N=C(\C1=CN=CC=C1)C1=CC(=CC=C1)C(F)(F)F,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54517,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O,% bound,45,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10342604,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC,% bound,70,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4514885,[H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3146,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
51714,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2102,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
34303,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,% bound,83,%,Br J Clin Pharmacol. 1995 May; 39(5): 519–526.,Plasma Protein Binding,TRUE,FALSE
4444479,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,% bound,87,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9062,CN1C2=C(C(=O)N(C1=O)C)NC=N2,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4827,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,% bound,83,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
751,CC(=O)NC1C(O)OC(COS(O)(=O)=O)C(OC2OC(C(OC3OC(CO)C(OC4OC(C(O)C(O)C4OS(O)(=O)=O)C(O)=O)C(OS(O)(=O)=O)C3NS(O)(=O)=O)C(O)C2OS(O)(=O)=O)C(O)=O)C1O,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
14401,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
